URL,Title,Content Guidance,Suggested Title,State,Assignment,Jira Epic,Notes
https://www.mdwfp.com/parks-destinations/state-parks/tishomingo/lodge-and-picnic-facilities/,MDWFP - Lodge and Picnic Facilities,Significant consolidation and re-org of the park pages. See design guidance and content script.,The Lodge and Picnic Facilities,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tishomingo/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tishomingo/cabins/,MDWFP - Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tishomingo/park-photos/,MDWFP - Park Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tishomingo/hiking-trails-and-rock-climbing/,MDWFP - Hiking Trails and Rock Climbing,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tishomingo/haynes-lake/,MDWFP - Haynes Lake,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/legion/,MDWFP - Legion,Significant consolidation and re-org of the park pages. See design guidance and content script.,Legion State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/legion/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/,MDWFP - Buccaneer,Significant consolidation and re-org of the park pages. See design guidance and content script.,Buccaneer State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/waterpark/,MDWFP - Waterpark,Significant consolidation and re-org of the park pages. See design guidance and content script.,Buccaneer Bay,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/bathhouse/,MDWFP - Bathhouse,Significant consolidation and re-org of the park pages. See design guidance and content script.,Bathhouses,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/playground/,MDWFP - Playground,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/disc-golf/,MDWFP - Disc Golf,Significant consolidation and re-org of the park pages. See design guidance and content script.,Jackson's Ridge Disc Golf,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/nature-trail/,MDWFP - Nature Trail,Significant consolidation and re-org of the park pages. See design guidance and content script.,Pirate's Alley Nature Trail,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/laundry-facility/,MDWFP - Laundry Facility,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/pavilion/,MDWFP - Pavilion,Significant consolidation and re-org of the park pages. See design guidance and content script.,Pavilions,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/buccaneer/recreation-center/,MDWFP - Recreation Center,Significant consolidation and re-org of the park pages. See design guidance and content script.,"Activity Building, Campstore, and Activity Pool",nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/,MDWFP - Roosevelt,Significant consolidation and re-org of the park pages. See design guidance and content script.,Roosevelt State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/cabins-and-motel/,MDWFP - Cabins and Motel,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/livingston-center/,MDWFP - Livingston Center,Significant consolidation and re-org of the park pages. See design guidance and content script.,Livingston Performing Arts & Media Center,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/camping/,MDWFP - Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/picnic-area/,MDWFP - Picnic Area,Significant consolidation and re-org of the park pages. See design guidance and content script.,"Picnic Area, Pavilions, Playgrounds, and Nature Trails",nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/softball-and-tennis/,MDWFP - Softball and Tennis,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/fishing-and-boating/,MDWFP - Fishing and Boating,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/swimming-pool-and-water-slide/,MDWFP - Swimming Pool and Water Slide,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/visitor-center/,MDWFP - Visitor Center,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/disc-golf/,MDWFP - Disc Golf,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/roosevelt/park-photos/,MDWFP - Park Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/,MDWFP - Tombigbee,Significant consolidation and re-org of the park pages. See design guidance and content script.,Tombigbee State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/visitor-center/,MDWFP - Visitor Center,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/disc-golf/,MDWFP - Disc Golf,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/cabins/,MDWFP - Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/picnic-and-play-areas/,MDWFP - Picnic and Play Areas,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/camping/,MDWFP - Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/fishing-and-boat-launch/,MDWFP - Fishing and Boat Launch,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/tombigbee/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/clark-creek/,MDWFP - Clark Creek,Significant consolidation and re-org of the park pages. See design guidance and content script.,Clark Creek State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/john-w-kyle/,MDWFP - John W. Kyle,Significant consolidation and re-org of the park pages. See design guidance and content script.,John W. Kyle State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/john-w-kyle/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/john-w-kyle/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/john-w-kyle/cabins/,MDWFP - Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/florewood/,MDWFP - Florewood,Significant consolidation and re-org of the park pages. See design guidance and content script.,Florewood State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/golden-memorial/,MDWFP - Golden Memorial,Significant consolidation and re-org of the park pages. See design guidance and content script.,Golden Memorial State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/golden-memorial/facilities/,MDWFP - Facilities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/golden-memorial/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/natchez/,MDWFP - Natchez,Significant consolidation and re-org of the park pages. See design guidance and content script.,Natchez State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/natchez/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/natchez/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/natchez/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/natchez/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/natchez/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/jp-coleman/,MDWFP - J.P. Coleman,Significant consolidation and re-org of the park pages. See design guidance and content script.,J.P. Coleman State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/jp-coleman/lodging/,MDWFP - Lodging,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/jp-coleman/day-use-area/,MDWFP - Day Use Area,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/jp-coleman/rv-campground-and-primitive-camping/,MDWFP - RV Campground and Primitive Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/jp-coleman/fishing-boating-and-marina/,"MDWFP - Fishing, Boating, and Marina",Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/jp-coleman/visitor-and-conference-center/,MDWFP - Visitor and Conference Center,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/hugh-white/,MDWFP - Hugh White,Significant consolidation and re-org of the park pages. See design guidance and content script.,Hugh White State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/hugh-white/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/hugh-white/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/hugh-white/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/hugh-white/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/hugh-white/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/great-river-road/,MDWFP - Great River Road,Significant consolidation and re-org of the park pages. See design guidance and content script.,Great River Road State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/shepard/,MDWFP - Shepard,Significant consolidation and re-org of the park pages. See design guidance and content script.,Shepard State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/,MDWFP - Leroy Percy,Significant consolidation and re-org of the park pages. See design guidance and content script.,Leroy Percy State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/hunting/,MDWFP - Hunting,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/leroy-percy/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/,MDWFP - Wall Doxey,Significant consolidation and re-org of the park pages. See design guidance and content script.,Wall Doxey State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/disc-golf/,MDWFP - Disc Golf,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/primitive-camping/,MDWFP - Primitive Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/laundry-facility/,MDWFP - Laundry Facility,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/picnic-sites-pavilions/,MDWFP - Picnic Sites / Pavilions,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/playing-field-playground-equipment/,MDWFP - Playing Field Playground Equipment,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/nature-trail/,MDWFP - Nature Trail,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/visitor-activity-building/,MDWFP - Visitor / Activity Building,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/wall-doxey/cabins-and-cottage/,MDWFP - Cabins and Cottage,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/,MDWFP - Trace,Significant consolidation and re-org of the park pages. See design guidance and content script.,Trace State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/golf/,MDWFP - Golf,Significant consolidation and re-org of the park pages. See design guidance and content script.,Disc Golf & Golf,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/trails/,MDWFP - Trails,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/cabins-and-cottages/,MDWFP - Cabins and Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/trace/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/,MDWFP - George P. Cossar,Significant consolidation and re-org of the park pages. See design guidance and content script.,George P. Cossar State Park,nan,nan,nan,
https://www.mdwfp.com/parks-destinations/state-parks/george-p-cossar/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script.,nan,nan,nan,nan,
